filename,Flour,Baking powder,Baking soda,Butter,Egg,Cinnamon,Cream,Milk,Pecan,Sugar,Salt,Oil,Walnut,Water
069_PNG_jpg.rf.01347c1d5377dfa5e127c60e4a871d7b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.0875cf3d368643b968c1fb7a90ca28f4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.0a3fb2cfdbae28df90ac8c8d3cec6d19.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.0a643d5d4aa6c538dbf9d3fe7b222bf5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.0d48f4749cb916fb13153e3b50d43ca9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.0fc0e54fdc4ac561a0161b2e25d3cb6b.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.11995ad4f0ffb79197282ffb17c7766e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.12d5ef221f73e7d4ff50bffaaf0aa4ac.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.134903fa6a89c82647d962c544f8c4a0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.f8935fa356c17cec48a18ac92e4be253.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.fbb73b6c6163448aecf36281ea07ce87.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4733e064f9e87806c62aa48e5378f81_jpg.rf.fe1dbd863f06a684ce85834c707b65b2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.13eb660aede0d5b192663dfdfacd4ecb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.187c7614be07d8225567d84004e9527c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.1bedfa3295c91d28c69c37484c1be436.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.2014939865424737aa1ff870b41fe2bf.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4733e064f9e87806c62aa48e5378f81_jpg.rf.23121d4b34f5723874108bc688783a28.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.24f7c8479b06165b8b5608c77098526a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069_PNG_jpg.rf.288d6d282522586baff0b6e24bcf6487.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.28a8365e54dedc1b24512fc1d773ae12.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.2dd19854bbf2b8147e9fb09ba71da8d6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.30270f82b418aedd4f69941ea1831648.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.341951f0c6226e2dc04e76d5d7723050.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.357b51d0eca4571327b6194939464d0c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4733e064f9e87806c62aa48e5378f81_jpg.rf.aa861fa1dcf6bb7dce3e08a6fa881aab.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.b53471e2d90a5716064bf40f3a110c4f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.b74297fd14a7d88e6dfb983e7e32678a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.bfda23a06e9d1fdd13d98bc119ad3e96.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069_PNG_jpg.rf.c14621e740ce5268b43442a8ac111293.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.c568bcebf359d7f874149e6ed374c1f0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094_PNG_jpg.rf.c5d69b1bcc692b965edbe9565ebf99f7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.c71e583be20b208c680fb44855e8005b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.c910034971ebbe2ca7e884e4e52fc24f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.ca0cddbb9d7b97e4d2fb1ce4b27b935d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.cde1e9b76e73e430350a946a6f386912.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.61ce9e04b7668ddefb65204ae01d3d50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094_PNG_jpg.rf.61f7e0eb05d8a7d8dda82fc476ce7180.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.62424048f0e5d6a0bf654275d93b4c33.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.635dc10191a95c77c826c53c253825c1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.647bc2aa7bf4984d3e1cdd30b4be870d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.6a3ce4cb9828844458cde06084253f37.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069_PNG_jpg.rf.6a992cb100a00d0574422d608a64f5dd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094_PNG_jpg.rf.6c42dafcfdfb92bfb9a818770d8ad6cd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.75497b93c319592a71b18438ecb4eef6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.7583cafcff84b17e4338a206ce2f4b68.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081_PNG_jpg.rf.80eafd4ded228a098314c861cbefc117.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.8223d70e59b56eabaa2c5adc8f8a8abd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4733e064f9e87806c62aa48e5378f81_jpg.rf.82cf932755fb62e7a8c5727e78449427.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030_PNG_jpg.rf.83157a813ed0342d73717812b0b73ebe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.836b4080fb6f539039ecfa9c75a37653.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081_PNG_jpg.rf.83deff563f9799a7dcc43003e48360ef.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.87aec74becf6af4e918c52d6cbf47f5c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.890e15f761c772504d192a8262ea6236.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069_PNG_jpg.rf.91c9538b16abbfc7a3852c409efee13a.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081_PNG_jpg.rf.93c7e9fe2d030efdcbfd16cc97673f91.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077_PNG_jpg.rf.94807dfaabaf96a9fe260e9f55c9bab1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea4733e064f9e87806c62aa48e5378f81_jpg.rf.96c291727b60e2da90a7d52e13e15754.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041_PNG_jpg.rf.9a2681863494f4950a5e192233a4b394.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069_PNG_jpg.rf.9bfbbcb92fbb7223b0964d23109f5182.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
049_PNG_jpg.rf.9c2783f1c39813b1f5c69df677f0045c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
094_PNG_jpg.rf.9c8fd335fd1f0efdd8ca552e9086e4a1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060_PNG_jpg.rf.9dc7d1a7f293a4395d073c49c37b0415.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081_PNG_jpg.rf.a0219608dd8ce2a29ce24789d5f36262.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033_PNG_jpg.rf.a02f6079e77b08655b2b5764ab217958.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
